label,sms,processed_sms
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week since broke already brains going mush
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,dont b floppy b snappy happy gay chat service photo upload call pmin stop texts call
ham,Jus finished avatar nigro,jus finished avatar nigro
ham,Dude just saw a parked car with its sunroof popped up. Sux,dude saw parked car sunroof popped sux
ham,Already one guy loving you:-.,already one guy loving
ham,We live in the next  &lt;#&gt; mins,live next ltgt mins
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",thats alrite girl u know gail neva wrongtake care sweet dont worryc u ltr hunlove yaxxx
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harry potter order phoenix book reply harry answer questions chance first among readers
ham,Then dun wear jeans lor...,dun wear jeans lor
ham,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""",alrite hunnywot u nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx
ham,Nice.nice.how is it working?,nicenicehow working
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss
ham,Please attend the phone:),please attend phone
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia get win free auction take part send nokia hgsuitelands rowwjhl
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sms ac jsco energy high u may know channel day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
ham,"Aight, can you text me the address?",aight text address
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",lov line hurt truth dont mindi wil toleratbcs ur someone never comfort lie gud ni sweet dreams
ham,Ok k..sry i knw 2 siva..tats y i askd..,ok ksry knw sivatats askd
ham,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east
ham,That's a shame! Maybe cld meet for few hrs tomo?,thats shame maybe cld meet hrs tomo
ham,I gotta collect da car at 6 lei.,gotta collect da car lei
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,says ltgt year old man money im last ltgt still waiting check
ham,Havent shopping now lor i juz arrive only,havent shopping lor juz arrive
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),ball moving lotwill spin last difficult bat
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreciated last two dad map reading semi argument apart things going ok p
ham,Neshanth..tel me who r u?,neshanthtel r u
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,came hostel going sleep plz call class hrishi
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,valued vodafone customer computer picked win prize collect easy call
ham,What time. I‘m out until prob 3 or so,time im prob
ham,"Received, understood n acted upon!",received understood n acted upon
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg records indicate may entitled pounds accident claim free reply yes msg opt text stop
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",freemsg hey darling weeks word back id like fun still tb ok xxx std chgs send rcv
ham,No chikku nt yet.. Ya i'm free,chikku nt yet ya im free
ham,You're gonna have to be way more specific than that,youre gonna way specific
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol luckily didnt starring role like
ham,"Mah b, I'll pick it up tomorrow",mah b ill pick tomorrow
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,doesnt g class early tomorrow thus shouldnt trying smoke ltgt
ham,Will it help if we propose going back again tomorrow,help propose going back tomorrow
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw also teluguthts gudk gud nyt
ham,Minimum walk is 3miles a day.,minimum walk miles day
ham,Where do you need to go to get it?,need go get
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry battery died come im getting gram wheres place
ham, &lt;#&gt;  mins but i had to stop somewhere first.,ltgt mins stop somewhere first
ham,Not course. Only maths one day one chapter with in one month we can finish.,course maths one day one chapter one month finish
ham,You want to go? ,want go
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb
ham,I jokin oni lar.. Ü busy then i wun disturb ü.,jokin oni lar busy wun disturb
ham,I am going to sleep. I am tired of travel.,going sleep tired travel
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorry dude dont know forgot even dan reminded sorry hope guys fun
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt
ham,Can ü all decide faster cos my sis going home liao..,decide faster cos sis going home liao
ham,WHITE FUDGE OREOS ARE IN STORES,white fudge oreos stores
ham,Ok... Thanx... Gd nite 2 ü too...,ok thanx gd nite
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply
ham,"Now, whats your house # again ? And do you have any beer there ?",whats house beer
ham,"It'll be tough, but I'll do what I have to",itll tough ill
ham,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""",ey calm downon theacusations itxt u cos iwana know wotu r doin thewend haventcn u agesring ur nething satlove j xxx
ham,Gibbs unsold.mike hussey,gibbs unsoldmike hussey
ham,I love to wine and dine my lady!,love wine dine lady
ham,Which is weird because I know I had it at one point,weird know one point
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join
ham,Cheers for the card ... Is it that time of year already?,cheers card time year already
ham,Remind me how to get there and I shall do so,remind get shall
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,let snow let snow kind weather brings ppl together friendships grow
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello orange months free access games news sport plus free texts photo messages reply yes terms apply wwworangecoukow
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 ",download many ringtones u like restrictions choose u even send yr buddys txt sir
ham,That's necessarily respectful,thats necessarily respectful
ham,Check wid corect speling i.e. Sarcasm,check wid corect speling ie sarcasm
ham,Did you show him and wot did he say or could u not c him 4 dust?,show wot say could u c dust
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,better still catch let ask sell ltgt
ham,Yes:)sura in sun tv.:)lol.,yessura sun tvlol
ham,Also that chat was awesome but don't make it regular unless you can see her in person,also chat awesome dont make regular unless see person
ham,meet you in corporation st outside gap … you can see how my mind is working!,meet corporation st outside gap see mind working
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum say wan go go shun bian watch da glass exhibition
ham,S:)8 min to go for lunch:),min go lunch
ham,Dear umma she called me now :-),dear umma called
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss calls u get u get missed u marry ur lover
ham,Did u got that persons story,u got persons story
ham,Anything lor but toa payoh got place 2 walk meh...,anything lor toa payoh got place walk meh
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
ham,Hey mr whats the name of that bill brison book the one about language and words ,hey mr whats name bill brison book one language words
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,themobyo yo yohere comes new selection hot downloads members get free click open next link sent ur fone
ham,No no. I will check all rooms befor activities,check rooms befor activities
ham,Yes i will be there. Glad you made it.,yes glad made
ham,"Ya ok, then had dinner?",ya ok dinner
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,hi darlin kate u doin somethin tonight im going pub called swan something parents one drink phone u
ham,Whatsup there. Dont u want to sleep,whatsup dont u want sleep
ham,"Oh... Icic... K lor, den meet other day...",oh icic k lor den meet day
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",made eta taunton planned hope thats still okday good see xx
ham,Huh so late... Fr dinner?,huh late fr dinner
ham,Still in customer place,still customer place
ham,"Awesome, think we can get an 8th at usf some time tonight?",awesome think get th usf time tonight
ham,"I didnt get ur full msg..sometext is missing, send it again",didnt get ur full msgsometext missing send
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,lol wont feel bad use money take steak dinner
ham,As if i wasn't having enough trouble sleeping.,wasnt enough trouble sleeping
ham,So that takes away some money worries,takes away money worries
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,thanks tescos quite nice gone speak soon
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,guaranteed award even cashto claim ur award call free stop getstop php rg jx
ham,"And very importantly, all we discuss is between u and i only.",importantly discuss u
ham,"Sorry, I'll call later",sorry ill call later
ham,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",wen u miss someone person definitely special u person special miss keepintouch gdeve
ham,Don know. I did't msg him recently.,know didt msg recently
ham,Dunno dat's wat he told me. Ok lor...,dunno dats wat told ok lor
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eerie nokia tones u rply tone title eg tone dracula titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq p
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",free msg get gnarls barkleys crazy ringtone totally free reply go message right
ham,"It‘s reassuring, in this crazy world.",reassuring crazy world
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,thk lor dunno get tickets wat u
ham,Have you always been saying welp?,always saying welp
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap fingers one made comes amp fills gaps holding hand love
ham,"Nah, I'm a perpetual DD",nah im perpetual dd
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,cant keep talking people sure pay agree price pls tell want really buy much willing pay
ham,Still chance there. If you search hard you will get it..let have a try :),still chance search hard get itlet try
ham,That's one of the issues but california is okay. No snow so its manageable,thats one issues california okay snow manageable
ham,Oh...i asked for fun. Haha...take care. ü,ohi asked fun hahatake care
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpsons movie released july name band died start film agreen day bblue day cred day send b c
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joys father john john name joys father mandan
ham,I think u have the wrong number.,think u wrong number
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...,hi dis yijue would happy work wif gek
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snickering tells x totally fucking chords speak
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,ok lor sony ericsson salesman ask shuhui say quite gd use considering
ham,O we cant see if we can join denis and mina? Or does denis want alone time,cant see join denis mina denis want alone time
ham,Aight ill get on fb in a couple minutes,aight ill get fb couple minutes
ham,Of course. I guess god's just got me on hold right now.,course guess gods got hold right
ham,At home by the way,home way
ham,:-( that's not v romantic!,thats v romantic
ham,Are you willing to go for apps class.,willing go apps class
ham,What not under standing.,standing
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,sounds like plan cardiff still still cold im sitting radiator
ham,Men like shorter ladies. Gaze up into his eyes.,men like shorter ladies gaze eyes
ham,aathi..where are you dear..,aathiwhere dear
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,said look pretty wif long hair wat thk hes cutting quite short leh
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,one registered subscribers u enter draw gb gift voucher replying enter unsubscribe text stop
ham,Otherwise had part time job na-tuition..,otherwise part time job natuition
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason team budget available last buy unsold players base rate
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kisses
ham,She's borderline but yeah whatever.,shes borderline yeah whatever
ham,And several to you sir.,several sir
ham,Lol alright i was thinkin that too haha,lol alright thinkin haha
ham,Wot about on wed nite I am 3 then but only til 9!,wot wed nite til
ham,The battery is for mr adewale my uncle. Aka Egbon,battery mr adewale uncle aka egbon
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",gumbys special ltgt cheese pizza know doin tonight
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
ham,"How about clothes, jewelry, and trips?",clothes jewelry trips
ham,I can do that! I want to please you both inside and outside the bedroom...,want please inside outside bedroom
ham,Oh k.k..where did you take test?,oh kkwhere take test
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,anyone calls treadmill say youll buy make sure working found ad craigslist selling ltgt
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
ham,I need details about that online job.,need details online job
ham,You said not now. No problem. When you can. Let me know.,said problem let know
ham,What happen to her tell the truth,happen tell truth
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,loans purpose even bad credit tenants welcome call noworriesloanscom
ham,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...""",shit babe thasa bit messed upyeh shudvetold u urgran knowneway illspeak umoro wen im asleep
ham,Thts wat Wright Brother did to fly..,thts wat wright brother fly
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",christmas occasion celebrated reflection ur values desires affectionsamp traditions ideal christmas
ham,Yeah get the unlimited,yeah get unlimited
ham,Dunno lei he neva say...,dunno lei neva say
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo gonna still stock tomorrowtoday im trying get dubsack
ham,"K, text me when you're on the way",k text youre way
ham,"Sir, waiting for your letter.",sir waiting letter
ham,I doubt you could handle 5 times per night in any case...,doubt could handle times per night case
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,omg make wedding chapel frontierville get good stuff
ham,I can send you a pic if you like :),send pic like
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,cud u tell ppl im gona b bit l cos buses hav gon past cos full im still waitin pete x
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
ham,God bless.get good sleep my dear...i will pray!,god blessget good sleep deari pray
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send ltdecimalgt ok
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,busy come point figure tomorrow
ham,New car and house for my parents.:)i have only new job in hand:),new car house parentsi new job hand
ham,Once free call me sir.,free call sir
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,life face choices toss coin becoz settle question coin air u know heart hoping gudni
ham,Hmm thinking lor...,hmm thinking lor
ham,Oic... Then better quickly go bathe n settle down...,oic better quickly go bathe n settle
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolly good way give u tickets sat eve speak x
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
ham,Have you bookedthe hut? And also your time off? How are you by the way?,bookedthe hut also time way
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far didnt told body even uttered word abt u ur trusting much tell others plz nxt time dont use words meok chikkub
ham,Thanks for looking out for me. I really appreciate.,thanks looking really appreciate
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",oh god ive found number im glad text back xafter msgs cst std ntwk chg
ham,Yes princess! I want to make you happy...,yes princess want make happy
ham,"Oops, I'll let you know when my roommate's done",oops ill let know roommates done
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,need lar jus testing e phone card dunno network gd thk waiting sis finish bathing bathe dun disturb u liao u cleaning ur room
ham,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happened come never came back
ham,G.W.R,gwr
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",hmmm imagine youve come home rub feet make dinner help get ready date sure ready kind life
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
spam,"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",sparkling shopping breaks per person call visit wwwshortbreaksorguk
ham,"Fair enough, anything going on?",fair enough anything going
ham,Lmao but its so fun...,lmao fun
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,ur awarded city break could win summer shopping spree every wk txt store skilgmetscswinawkageperwksub
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",thanks ringtone order ref number r mobile charged tone arrive please call customer services
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant
ham,No de. But call me after some time. Ill tell you k,de call time ill tell k
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way u day normal waythis real ur uniquei hope know u rest mylife hope u find wot lost
ham,Dont pick up d call when something important is There to tell. Hrishi,dont pick call something important tell hrishi
ham,have you ever had one foot before?,ever one foot
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,thanks subscription ringtone uk mobile charged month please confirm replying yes reply charged
ham,You dont know you jabo me abi.,dont know jabo abi
ham,Hows the pain dear?y r u smiling?,hows pain deary r u smiling
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crushes
ham,2 laptop... I noe infra but too slow lar... I wan fast one,laptop noe infra slow lar wan fast one
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,lol know hey someone great inpersonation flea forums love
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,hope text meets smiling let text give reason smile beautiful day
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,hi kindly give us back documents submitted loan stapati
ham,Dhoni have luck to win some big title.so we will win:),dhoni luck win big titleso win
ham,"Sorry, I'll call later",sorry ill call later
ham,In e msg jus now. U said thanks for gift.,e msg jus u said thanks gift
ham,"I'm in a meeting, call me later at",im meeting call later
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",free top polyphonic tones call national rate get toppoly tune sent every week text subpoly per pole unsub
ham,"The table's occupied, I'm waiting by the tree",tables occupied im waiting tree
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logopic
ham,Prakesh is there know.,prakesh know
ham,Nope i waiting in sch 4 daddy... ,nope waiting sch daddy
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",goodmorning today late ltgt min
ham,The new deus ex game comin early next yr,new deus ex game comin early next yr
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",dont worry day big lambu ji vl cometil enjoy batchlor party
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss talking someone realise u point itnow read backwards
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,todays voda numbers ending selected receive award match please call quoting claim code standard rates app
ham,"Probably not, still going over some stuff here",probably still going stuff
ham,Get ready to put on your excellent sub face :),get ready put excellent sub face
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright thanks advice enjoy night ima try get sleep
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass collect polyphonic ringtones normal gprs charges apply enjoy tones
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope im going home go pump petrol lor like going rain soon
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,pls go today ltgt dont want excuses
ham,Even my brother is not like to speak with me. They treat me like aids patent.,even brother like speak treat like aids patent
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,dont make life stressfull always find time laugh may add years life surely adds life ur years gud niswt dreams
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call customer service representative freephone ampm guaranteed cash prize
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement call freephone
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depends quality want type sent boye faded glory want ralphs maybe
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let know need anything else salad desert something many beers shall get
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,free text msgs text ok well credit account
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile awarded bonus caller prize nd attempt contact call boxqu
ham,Take us out shopping and Mark will distract Isaiah.=D,take us shopping mark distract isaiahd
ham,Have you finished work yet? :),finished work yet
ham,"Sir, i am waiting for your call.",sir waiting call
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,account xxxxxxxxx shows unredeemed points claim call identifier code xxxxx expires
